Symbol,Security Name,Industry
SUPREMEIND,Supreme Industries Ltd.,PLASTIC AND PLASTIC PRODUCTS
SUPREMEINF,Supreme Infrastructure India Ltd.,CONSTRUCTION
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT
SWANENERGY,Swan Energy Ltd.,CONSTRUCTION
SWARAJENG,Swaraj Engines Ltd.,DIESEL ENGINES
SYNDIBANK,Syndicate Bank,BANKS
TATACHEM,Tata Chemicals Ltd.,CHEMICALS - INORGANIC
TATACOFFEE,Tata Coffee Ltd.,TEA AND COFFEE
TATACOMM,Tata Communications Ltd.,TELECOMMUNICATION - SERVICES
TATASPONGE,Tata Sponge Iron Ltd.,STEEL AND STEEL PRODUCTS
TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS
TBZ,Tribhovandas Bhimji Zaveri Ltd.,GEMS JEWELLERY AND WATCHES
TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE
TDPOWERSYS,TD Power Systems Ltd.,ELECTRICAL EQUIPMENT
TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE
TECHNO,Techno Elt & Eng Co. Ltd.,ENGINEERING
THERMAX,Thermax Ltd.,ELECTRICAL EQUIPMENT
THOMASCOOK,Thomas Cook (India) Ltd.,TRAVEL AND TRANSPORT
TINPLATE,Tinplate Company oflndia Ltd.,STEEL AND STEEL PRODUCTS
TITAN,Titan Company Ltd.,GEMS JEWELLERY AND WATCHES
TNPL,Tamil Nadu Newsprint & Papers Ltd.,PAPER AND PAPER PRODUCTS
TORNTPHARM,Torrent Pharmaceuticals Ltd.,PHARMACEUTICALS
TORNTPOWER,Torrent Power Ltd.,POWER
TREEHOUSE,Tree House Education & Accessories Ltd.,MISCELLANEOUS
TRENT,Trent Ltd.,MISCELLANEOUS
TRIDENT,Trident Ltd.,TEXTILE PRODUCTS
TTKPRESTIG,TTK Prestige Ltd.,CONSUMER DURABLES
TUBEINVEST,Tube Investments of India Ltd.,CYCLES
TV18BRDCST,TV18 Broadcast Ltd.,MEDIA & ENTERTAINMENT
TVSMOTOR,TVS Motor Company Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS
UBL,United Breweries Ltd.,BREW/DISTILLERIES
UCOBANK,UCO Bank,BANKS
UFLEX,UFLEX Ltd.,PACKAGING
ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS
UNICHEMLAB,Unichem Laboratories Ltd.,PHARMACEUTICALS
UNIONBANK,Union Bank oflndia,BANKS
UNITECH,Unitech Ltd.,CONSTRUCTION
UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS
USHAMART,Usha Martin Ltd.,STEEL AND STEEL PRODUCTS
UTTAMSTL,Uttam Galva Steels Ltd.,STEEL AND STEEL PRODUCTS
VAIBHAVGBL,Vaibhav Global Ltd.,MISCELLANEOUS
VAKRANGEE,Vakrangee Ltd.,COMPUTERS - SOFf WARE
VENKEYS,Venky's (India) Ltd.,FOOD AND FOOD PROCESSING
VESUVIUS,Vesuvius India Ltd.,REFRACTORIES
VIDEOIND,Videocon Industries Ltd.,CONSUMER DURABLES
VDAYABANK,Vijaya Bank,BANKS
VIPIND,V.LP. Industries Ltd.,
VOLTAS,Voltas Ltd.,
VSTIND,VST Industries Ltd.,
YTL,Vardhman Textiles Ltd.,
WABCOINDIA,WABCO India Ltd.,
WELSPUNIND,Welspun India Ltd.,
WHIRLPOOL,Whirlpool of India Ltd.,
WIPRO,Wipro Ltd.,
WOCKPHARMA,Wockhardt Ltd.,
WSTCSTPAPR,West Coast Paper Mills Ltd.,
YESBANK,Yes Bank Ltd.,
ZEEL,Zee Entertainment Enterprises Ltd.,
ZENSARTECH,Zensar Technolgies Ltd.,
ZYDUSWELL,Zydus Wellness Ltd.,
