Symbol,Security Name,Industry
MFSL,Max Financial Services Ltd.,FINANCIAL SERVICES
METROPOLIS,Metropolis Healthcare Ltd.,HEALTHCARE SERVICES
MINDTREE,MindTree Ltd.,IT
MINDACORP,Minda Corporation Ltd.,AUTOMOBILE
MINDAIND,Minda Industries Ltd.,AUTOMOBILE
MIDHANI,Mishra Dhatu Nigam Ltd.,METALS
MOTHERSUMI,Motherson Sumi Systems Ltd.,AUTOMOBILE
MOTILALOFS,Motilal Oswal Financial Services Ltd.,FINANCIAL SERVICES
MPHASIS,MphasiS Ltd.,IT
MCX,Multi Commodity Exchange of India Ltd.,FINANCIAL SERVICES
MUTHOOTFIN,Muthoot Finance Ltd.,FINANCIAL SERVICES
NATCOPHARM,NATCO Pharma Ltd.,PHARMA
NBCC,NBCC (India) Ltd.,CONSTRUCTION
NCC,NCC Ltd.,CONSTRUCTION
NESCO,NESCO Ltd.,SERVICES
NHPC,NHPC Ltd.,POWER
NIITTECH,NIIT Technologies Ltd.,IT
NLCINDIA,NLC India Ltd.,POWER
NMDC,NMDC Ltd.,METALS
NTPC,NTPC Ltd.,POWER
NH,Narayana Hrudayalaya Ltd.,HEALTHCARE SERVICES
NATIONALUM,National Aluminiwn Co. Ltd.,METALS
NFL,National Fertilizers Ltd.,FERTILISERS & PESTICIDES
NBVENTURES,Nava Bharat Ventures Ltd.,POWER
NAVINFLUOR,Navin Fluorine Internation al Ltd.,CHEMICALS
NESTLEIND,Nestle India Ltd.,CONSUMER GOODS
OFSS,Oracle Financial Services Software Ltd.,IT
ORIENTCEM,Orient Cement Ltd.,CEMENT & CEMENT PRODUCTS
ORIENTELEC,Orient Electric Ltd.,CONSUMER GOODS
ORIENTREF,Orient Refractories Ltd.,INDUSTRIAL MANUFACTURING
PIIND,PI Industries Ltd.,FERTILISERS & PESTICIDES
PNBHOUSING,PNB Housing Finance Ltd.,FINANCIAL SERVICES
PNCINFRA,PNC Infratech Ltd.,CONSTRUCTION
PTC,PTC India Ltd.,POWER
PVR,PVR Ltd.,MEDIA & ENTERTAINMENT
PAGEIND,Page Industries Ltd.,TEXTILES
PERSISTENT,Persistent Systems Ltd.,IT
PETRONET,Petronet LNG Ltd.,OIL & GAS
PFIZER,Pfizer Ltd.,PHARMA
PHILIPCARB,Phillips Carbon Black Ltd.,CHEMICALS
PHOENIXLTD,Phoenix Mills Ltd.,CONSTRUCTION
PIDILITIND,Pidilite Industries Ltd.,CHEMICALS
PEL,Piramal Enterprises Ltd.,FINANCIAL SERVICES
POLYMED,Poly Medicure Ltd.,PHARMA
